"User ID";"Age Group";"Gender";"Country";"Device Type";"Subscription Plan";"Preferred Watch Time";"Top Watched Language";"Average Daily Watch Minutes";"Number of Titles Watched";"Average Episode Length (minutes)";"Account Age (Months)";"Days Since Last Login";"Average Completion Rate (%)";"Number of Rewatches";"Preferred Genre (Target Variable)"
2362;"18-24";"Female";"USA";"TV";"Basic";"Evening";"French";213;107;40;7;2;94.35166299488664;6;"Comedy"
2460;"13-17";"Male";"USA";"Laptop";"Basic";"Afternoon";"English";173;144;50;8;3;72.474144449725;3;"Comedy"
3152;"18-24";"Female";"Canada";"Tablet";"Basic";"Evening";"German";243;104;28;38;19;76.4809047581146;8;"Comedy"
2527;"18-24";"Non-binary";"Germany";"Tablet";"Premium";"Afternoon";"Hindi";103;112;31;41;21;98.53517377260287;4;"Comedy"
2649;"18-24";"Non-binary";"Canada";"Tablet";"Premium";"Morning";"German";99;115;51;15;7;73.76195452770456;8;"Comedy"
2701;"13-17";"Non-binary";"Germany";"Mobile";"Basic";"Morning";"French";78;121;50;41;14;86.03017105229824;9;"Comedy"
3215;"13-17";"Male";"Canada";"TV";"Basic";"Night";"English";197;22;33;46;0;84.8785288870717;7;"Comedy"
3788;"13-17";"Female";"India";"TV";"Basic";"Afternoon";"German";250;103;45;35;18;72.52205199786036;7;"Comedy"
2521;"18-24";"Male";"Canada";"Tablet";"Premium";"Night";"English";171;74;47;9;8;79.63501732104712;6;"Comedy"
3280;"18-24";"Non-binary";"UK";"Laptop";"Standard";"Evening";"Hindi";169;64;30;19;23;85.68086457646076;4;"Comedy"
3425;"18-24";"Non-binary";"India";"Tablet";"Standard";"Night";"Spanish";264;79;54;51;19;78.65669835717702;7;"Comedy"
2078;"18-24";"Female";"USA";"TV";"Basic";"Morning";"French";194;127;41;34;3;95.14004819997399;7;"Comedy"
2198;"13-17";"Non-binary";"Australia";"Laptop";"Basic";"Evening";"Japanese";130;103;49;44;5;74.02815712430207;9;"Comedy"
2567;"13-17";"Non-binary";"India";"TV";"Premium";"Night";"French";119;113;27;8;10;98.57069501101455;5;"Comedy"
2847;"18-24";"Non-binary";"Canada";"Mobile";"Premium";"Evening";"Spanish";102;87;28;13;29;83.0658635960729;9;"Comedy"
2549;"13-17";"Female";"India";"TV";"Premium";"Morning";"Spanish";72;54;29;51;5;91.05606755552276;8;"Comedy"
2602;"18-24";"Non-binary";"USA";"TV";"Premium";"Evening";"Japanese";214;74;47;62;15;95.14917658878831;4;"Comedy"
2701;"18-24";"Male";"Australia";"Mobile";"Standard";"Morning";"French";252;22;50;33;8;87.68276135586487;7;"Comedy"
2878;"13-17";"Non-binary";"UK";"Tablet";"Premium";"Afternoon";"Hindi";133;120;33;13;27;95.97091432176765;4;"Comedy"
3501;"18-24";"Female";"India";"TV";"Basic";"Night";"Spanish";193;89;36;11;23;85.11059909438491;6;"Comedy"
2273;"13-17";"Male";"Canada";"Laptop";"Premium";"Night";"German";137;141;40;45;21;86.94267373028683;4;"Comedy"
2804;"13-17";"Male";"Germany";"Laptop";"Standard";"Night";"German";212;60;33;66;22;80.25853212834419;4;"Comedy"
3314;"18-24";"Male";"USA";"Laptop";"Standard";"Afternoon";"German";86;20;39;41;25;88.99454704051283;6;"Comedy"
3174;"13-17";"Non-binary";"Canada";"Laptop";"Standard";"Night";"German";179;18;36;13;20;83.7051932389191;4;"Comedy"
2814;"13-17";"Female";"India";"Laptop";"Standard";"Morning";"French";189;102;54;37;4;90.96860984530393;7;"Comedy"
3146;"13-17";"Male";"Canada";"Tablet";"Premium";"Morning";"Hindi";116;76;37;42;7;78.36856446360065;5;"Comedy"
2658;"18-24";"Non-binary";"Canada";"Mobile";"Basic";"Night";"English";243;95;39;57;19;75.22579528103782;7;"Comedy"
2889;"13-17";"Female";"USA";"TV";"Standard";"Morning";"French";93;51;55;68;9;72.8500131882725;8;"Comedy"
3840;"18-24";"Female";"Germany";"Mobile";"Standard";"Morning";"German";84;84;56;18;5;84.46194406818279;9;"Comedy"
3817;"13-17";"Non-binary";"UK";"Tablet";"Standard";"Evening";"Spanish";150;137;48;33;22;74.64261777648075;5;"Comedy"
2591;"13-17";"Female";"USA";"Laptop";"Basic";"Morning";"Spanish";119;110;58;39;21;76.64913634292634;4;"Comedy"
2590;"18-24";"Male";"USA";"Tablet";"Basic";"Night";"Japanese";246;40;46;28;17;91.14091986590655;6;"Comedy"
2654;"13-17";"Non-binary";"India";"TV";"Premium";"Morning";"Japanese";191;57;34;32;23;79.71594588435569;6;"Comedy"
3733;"18-24";"Male";"Australia";"TV";"Basic";"Evening";"English";188;29;55;38;9;88.39189889007991;8;"Comedy"
2627;"18-24";"Female";"USA";"Tablet";"Basic";"Afternoon";"Japanese";238;41;35;22;22;82.76914779846965;8;"Comedy"
2636;"13-17";"Female";"India";"TV";"Premium";"Night";"Spanish";129;79;32;28;3;87.97528941993146;4;"Comedy"
3075;"13-17";"Female";"UK";"Laptop";"Premium";"Evening";"Japanese";171;70;38;51;10;80.19609302583868;9;"Comedy"
2579;"18-24";"Non-binary";"India";"Mobile";"Standard";"Evening";"Spanish";122;57;56;47;7;76.06604332560954;7;"Comedy"
2689;"18-24";"Female";"Australia";"Mobile";"Standard";"Morning";"German";97;73;56;20;12;96.80912778080585;7;"Comedy"
3488;"13-17";"Male";"Canada";"Laptop";"Basic";"Night";"German";198;37;46;48;8;92.9216991339288;7;"Comedy"
3381;"13-17";"Male";"USA";"Laptop";"Standard";"Afternoon";"French";165;119;54;43;0;73.49561597188534;8;"Comedy"
3146;"18-24";"Female";"USA";"TV";"Standard";"Night";"German";225;112;43;58;15;94.44699869426013;4;"Comedy"
3505;"13-17";"Female";"Canada";"Laptop";"Standard";"Morning";"English";89;80;51;31;27;88.80014558542078;5;"Comedy"
3060;"18-24";"Female";"Germany";"Tablet";"Basic";"Afternoon";"Hindi";68;85;34;57;14;78.51622476023739;7;"Comedy"
2055;"18-24";"Non-binary";"Germany";"Tablet";"Premium";"Night";"English";224;50;33;33;17;97.50211216078942;4;"Comedy"
2369;"13-17";"Non-binary";"USA";"TV";"Premium";"Afternoon";"Japanese";191;100;30;14;14;99.092278047989;4;"Comedy"
3428;"18-24";"Male";"USA";"Tablet";"Standard";"Afternoon";"German";96;20;26;47;24;89.88290218496041;3;"Comedy"
3187;"13-17";"Female";"Canada";"Laptop";"Basic";"Evening";"German";208;34;29;14;14;95.3731527709129;7;"Comedy"
2969;"13-17";"Non-binary";"UK";"Tablet";"Standard";"Evening";"French";98;78;45;59;20;83.01243722907778;6;"Comedy"
3484;"13-17";"Female";"Germany";"Mobile";"Premium";"Evening";"Hindi";213;73;57;10;9;92.46935575641598;5;"Comedy"
3649;"13-17";"Non-binary";"UK";"TV";"Premium";"Afternoon";"English";108;136;43;39;5;80.18919585470395;5;"Comedy"
2599;"13-17";"Female";"India";"Mobile";"Premium";"Morning";"Japanese";162;84;41;24;21;89.28256652498506;7;"Comedy"
3196;"13-17";"Male";"India";"Mobile";"Premium";"Morning";"Japanese";177;96;44;38;18;77.8730450482192;8;"Comedy"
2383;"18-24";"Non-binary";"Canada";"Laptop";"Standard";"Afternoon";"English";150;109;46;49;7;83.95824177824204;5;"Comedy"
3948;"13-17";"Female";"UK";"TV";"Standard";"Afternoon";"German";241;41;51;49;13;76.9630352501181;7;"Comedy"
2871;"13-17";"Female";"India";"Mobile";"Premium";"Morning";"German";183;131;42;54;18;90.13459454967305;5;"Comedy"
3334;"18-24";"Female";"India";"Laptop";"Standard";"Evening";"Japanese";194;120;35;11;3;91.18497014077971;8;"Comedy"
3146;"13-17";"Non-binary";"India";"Mobile";"Basic";"Night";"German";141;70;32;48;18;84.51200728118441;9;"Comedy"
2445;"18-24";"Non-binary";"UK";"TV";"Premium";"Evening";"Spanish";190;135;49;60;22;71.58698542029575;3;"Comedy"
3401;"18-24";"Male";"UK";"TV";"Premium";"Evening";"English";206;27;50;24;14;94.96605353867756;8;"Comedy"
2506;"18-24";"Non-binary";"UK";"Mobile";"Basic";"Evening";"Spanish";99;52;53;49;25;70.5839208701249;8;"Comedy"
2118;"18-24";"Female";"Canada";"Tablet";"Premium";"Night";"French";208;62;43;18;10;94.74558595591579;6;"Comedy"
2696;"13-17";"Female";"USA";"TV";"Standard";"Morning";"French";91;54;56;63;22;73.46317226133559;8;"Comedy"
2847;"18-24";"Male";"Germany";"Tablet";"Premium";"Morning";"French";55;129;36;48;18;91.61419148656093;4;"Comedy"
2754;"13-17";"Female";"Australia";"Laptop";"Premium";"Evening";"Japanese";194;28;30;21;18;80.52674001745633;8;"Comedy"
3063;"18-24";"Male";"Germany";"Mobile";"Standard";"Morning";"Spanish";219;19;50;33;14;90.1898818111668;5;"Comedy"
2523;"18-24";"Male";"Canada";"TV";"Premium";"Evening";"English";211;79;52;68;1;94.27767728882905;4;"Comedy"
3602;"18-24";"Female";"India";"TV";"Basic";"Night";"Spanish";193;71;34;50;24;85.11829017006228;7;"Comedy"
3314;"13-17";"Female";"India";"Mobile";"Basic";"Morning";"Japanese";109;128;27;35;6;74.49434676073153;4;"Comedy"
2695;"13-17";"Male";"India";"Laptop";"Premium";"Morning";"German";179;141;42;31;16;98.48788379979133;4;"Comedy"
2481;"13-17";"Non-binary";"Australia";"Laptop";"Premium";"Afternoon";"French";176;17;55;48;19;90.21439583469937;6;"Comedy"
2358;"18-24";"Non-binary";"Canada";"Mobile";"Standard";"Morning";"German";173;116;44;10;17;89.16006971024852;5;"Comedy"
3951;"18-24";"Female";"Germany";"TV";"Standard";"Afternoon";"German";227;120;47;46;10;94.41787497945081;6;"Comedy"
2528;"18-24";"Non-binary";"India";"Mobile";"Premium";"Evening";"English";174;59;48;14;7;94.92567403498248;7;"Comedy"
2847;"18-24";"Male";"Canada";"Laptop";"Standard";"Evening";"Japanese";156;84;40;37;26;87.35500102131327;5;"Comedy"
2419;"18-24";"Male";"Canada";"Laptop";"Standard";"Morning";"English";165;68;34;48;12;74.41014521430299;3;"Comedy"
3241;"18-24";"Male";"Australia";"TV";"Premium";"Morning";"English";125;39;47;9;11;97.49771615022217;8;"Comedy"
2895;"18-24";"Non-binary";"Canada";"Mobile";"Premium";"Evening";"German";98;19;29;30;27;78.14856849874349;9;"Comedy"
2380;"13-17";"Male";"Canada";"Laptop";"Premium";"Afternoon";"German";113;128;41;27;29;92.22290367562515;6;"Comedy"
3521;"18-24";"Male";"USA";"Laptop";"Basic";"Afternoon";"German";90;18;34;43;25;88.94443335463224;4;"Comedy"
3519;"13-17";"Non-binary";"USA";"TV";"Basic";"Evening";"French";199;75;45;28;16;84.87514681960707;4;"Comedy"
2520;"18-24";"Male";"Germany";"Laptop";"Premium";"Afternoon";"French";49;86;56;44;18;87.41388050147498;7;"Comedy"
2720;"13-17";"Female";"Australia";"Laptop";"Basic";"Evening";"Japanese";215;37;47;2;8;94.36354197459772;5;"Comedy"
2371;"18-24";"Non-binary";"Canada";"Tablet";"Basic";"Morning";"German";200;112;42;28;1;78.55758425927037;8;"Comedy"
2782;"18-24";"Male";"USA";"Mobile";"Basic";"Night";"Japanese";207;25;55;61;7;90.87926306267674;4;"Comedy"
2395;"13-17";"Non-binary";"Australia";"Mobile";"Basic";"Morning";"Spanish";245;63;52;21;26;82.37050651729795;6;"Comedy"
2277;"13-17";"Male";"USA";"Tablet";"Premium";"Afternoon";"Japanese";261;110;29;44;9;96.15712257165583;4;"Comedy"
3112;"18-24";"Non-binary";"Germany";"TV";"Basic";"Morning";"Japanese";124;69;39;41;17;78.78660077355303;5;"Comedy"
2836;"13-17";"Female";"Canada";"Tablet";"Basic";"Evening";"Japanese";206;21;31;29;7;83.77072196257409;6;"Comedy"
2439;"18-24";"Non-binary";"Australia";"Laptop";"Standard";"Evening";"Hindi";183;111;43;19;20;77.04876141817486;5;"Comedy"
3885;"18-24";"Female";"Australia";"TV";"Standard";"Morning";"Hindi";258;92;46;66;29;97.33809628090972;4;"Comedy"
2797;"18-24";"Male";"Australia";"TV";"Standard";"Morning";"Japanese";174;52;43;28;2;75.94376770110394;5;"Comedy"
3694;"13-17";"Male";"USA";"Mobile";"Standard";"Morning";"French";180;82;44;32;1;92.66698656707294;5;"Comedy"
2818;"18-24";"Male";"UK";"Mobile";"Premium";"Evening";"German";191;89;46;8;5;88.65438379287083;7;"Comedy"
2410;"13-17";"Non-binary";"USA";"TV";"Standard";"Morning";"Japanese";81;141;55;16;18;71.91815515361155;8;"Comedy"
2324;"18-24";"Male";"India";"Mobile";"Standard";"Night";"Japanese";152;147;40;18;22;87.10757983955143;9;"Comedy"
2757;"13-17";"Non-binary";"USA";"TV";"Premium";"Morning";"Japanese";90;142;41;20;21;82.04712144900783;6;"Comedy"
3659;"18-24";"Non-binary";"Germany";"TV";"Basic";"Morning";"Japanese";142;81;37;52;16;74.18969022699594;6;"Comedy"
3125;"18-24";"Male";"UK";"Mobile";"Premium";"Afternoon";"French";219;101;53;46;27;73.2968379222608;5;"Comedy"
2434;"18-24";"Non-binary";"USA";"Tablet";"Standard";"Afternoon";"German";239;103;44;44;8;87.00561304960497;7;"Comedy"
2284;"13-17";"Non-binary";"USA";"TV";"Basic";"Afternoon";"Hindi";108;58;53;18;29;83.7624897298676;9;"Comedy"
3195;"13-17";"Non-binary";"USA";"Mobile";"Premium";"Afternoon";"Hindi";210;147;36;16;6;75.4402887919972;5;"Comedy"
2462;"13-17";"Non-binary";"USA";"TV";"Premium";"Afternoon";"Japanese";232;89;45;45;15;87.20243580147782;6;"Comedy"
3146;"18-24";"Male";"Canada";"Laptop";"Premium";"Afternoon";"French";195;54;37;12;19;94.51121253211411;8;"Comedy"
3838;"18-24";"Female";"India";"TV";"Basic";"Morning";"Hindi";174;74;50;23;9;98.92411662188748;3;"Comedy"
3279;"18-24";"Non-binary";"Germany";"Laptop";"Premium";"Morning";"French";91;80;39;36;18;90.2380298173311;7;"Comedy"
3087;"13-17";"Male";"Germany";"Tablet";"Basic";"Afternoon";"German";152;94;39;38;23;85.5653515532846;9;"Comedy"
2275;"18-24";"Female";"UK";"TV";"Premium";"Morning";"English";172;118;52;19;27;81.65116074197222;6;"Comedy"
2883;"18-24";"Non-binary";"Canada";"Mobile";"Premium";"Evening";"Spanish";109;21;28;14;29;79.48001144503901;9;"Comedy"
3844;"13-17";"Male";"India";"Mobile";"Premium";"Morning";"Japanese";208;78;42;54;11;80.58356960390573;8;"Comedy"
2086;"18-24";"Female";"Canada";"Tablet";"Premium";"Night";"Spanish";187;73;35;22;16;96.72272389016636;6;"Comedy"
3087;"13-17";"Female";"Canada";"Mobile";"Basic";"Night";"Japanese";124;67;42;35;21;79.88382666619792;3;"Comedy"
2457;"18-24";"Male";"Germany";"Laptop";"Premium";"Morning";"French";188;126;42;52;19;92.6331124472328;8;"Comedy"
2102;"18-24";"Non-binary";"Canada";"Tablet";"Basic";"Afternoon";"German";84;117;40;46;6;82.03528167774105;8;"Comedy"
3202;"18-24";"Male";"UK";"TV";"Premium";"Afternoon";"Japanese";245;42;34;21;23;86.18074543563529;9;"Comedy"
3002;"18-24";"Male";"UK";"Laptop";"Premium";"Afternoon";"Japanese";167;36;33;28;9;85.55653458912298;9;"Comedy"
2359;"18-24";"Male";"Germany";"Laptop";"Premium";"Morning";"French";131;50;37;39;17;75.08581646989967;8;"Comedy"
3049;"18-24";"Male";"Germany";"Laptop";"Basic";"Afternoon";"French";57;36;51;26;9;78.65773369244401;6;"Comedy"
3376;"18-24";"Non-binary";"Canada";"Laptop";"Standard";"Evening";"Hindi";176;68;35;40;19;85.48633805708866;5;"Comedy"
3069;"13-17";"Non-binary";"India";"TV";"Premium";"Morning";"Hindi";178;35;44;19;20;89.15538651277465;3;"Comedy"
3598;"13-17";"Female";"UK";"Laptop";"Standard";"Evening";"Spanish";207;137;53;49;24;93.34399428387786;9;"Comedy"
3141;"13-17";"Non-binary";"Canada";"Laptop";"Premium";"Evening";"Hindi";188;106;35;5;28;91.44933203862065;5;"Comedy"
2090;"18-24";"Male";"Canada";"Tablet";"Standard";"Morning";"English";162;106;34;41;2;76.19845147689361;6;"Comedy"
2873;"13-17";"Male";"Australia";"Tablet";"Basic";"Afternoon";"Japanese";171;136;48;24;13;97.42074643686523;5;"Comedy"
3335;"13-17";"Male";"Canada";"Tablet";"Premium";"Afternoon";"Japanese";148;62;52;34;23;89.98128990229785;7;"Comedy"
3728;"13-17";"Non-binary";"Canada";"Tablet";"Basic";"Afternoon";"German";113;78;41;48;27;79.3841419333379;8;"Comedy"
2893;"13-17";"Male";"USA";"Mobile";"Basic";"Morning";"Hindi";60;114;54;23;12;90.13825397415566;4;"Comedy"
3357;"18-24";"Male";"UK";"TV";"Premium";"Afternoon";"English";204;24;38;16;13;98.01299994199287;8;"Comedy"
2753;"13-17";"Female";"India";"Laptop";"Premium";"Morning";"German";225;133;46;61;11;96.95272719476414;8;"Comedy"
2344;"13-17";"Female";"Canada";"Mobile";"Premium";"Afternoon";"Japanese";240;55;47;60;22;70.45438599782295;4;"Comedy"
3467;"13-17";"Non-binary";"Australia";"TV";"Premium";"Afternoon";"Japanese";224;86;50;55;14;84.98084792321846;5;"Comedy"
2167;"18-24";"Non-binary";"Canada";"Laptop";"Standard";"Afternoon";"English";168;106;38;55;0;84.52171514112976;6;"Comedy"
3421;"13-17";"Female";"India";"Laptop";"Standard";"Evening";"Japanese";203;78;47;23;17;75.57989320041601;7;"Comedy"
2977;"18-24";"Female";"USA";"TV";"Standard";"Morning";"French";200;125;33;57;9;74.84272640012819;5;"Comedy"
3246;"18-24";"Male";"Australia";"Tablet";"Basic";"Afternoon";"Japanese";209;68;36;14;7;97.35452555200438;5;"Comedy"
3153;"18-24";"Non-binary";"Germany";"Laptop";"Premium";"Morning";"German";76;78;36;19;19;88.93357709997956;6;"Comedy"
3363;"18-24";"Male";"USA";"Mobile";"Standard";"Afternoon";"German";64;28;25;50;23;84.99176421306662;3;"Comedy"
3536;"13-17";"Female";"India";"TV";"Standard";"Night";"Japanese";192;91;33;37;17;77.37066162873101;5;"Comedy"
2787;"18-24";"Non-binary";"UK";"Mobile";"Basic";"Morning";"Spanish";82;12;36;36;26;73.85097315326969;9;"Comedy"
2490;"13-17";"Non-binary";"Canada";"TV";"Standard";"Evening";"English";163;86;26;63;23;97.02592456341009;8;"Comedy"
2445;"18-24";"Male";"Canada";"Laptop";"Premium";"Evening";"English";111;70;43;64;8;90.61052807242147;5;"Comedy"
3579;"13-17";"Non-binary";"Australia";"TV";"Premium";"Afternoon";"Japanese";63;105;57;58;9;88.81839702327635;4;"Comedy"
3492;"18-24";"Female";"USA";"TV";"Standard";"Afternoon";"French";61;84;40;60;0;93.58857079370284;8;"Comedy"
3512;"18-24";"Male";"Germany";"Laptop";"Basic";"Afternoon";"French";108;25;41;23;24;84.93222808035348;8;"Comedy"
2125;"18-24";"Non-binary";"UK";"TV";"Basic";"Evening";"German";160;67;51;67;25;73.42690705009633;9;"Comedy"
3157;"13-17";"Non-binary";"Australia";"TV";"Standard";"Evening";"English";252;145;56;33;16;82.25804148220817;8;"Comedy"
2539;"18-24";"Non-binary";"Canada";"TV";"Standard";"Evening";"French";92;106;32;50;11;89.36234355494564;5;"Comedy"
2540;"13-17";"Male";"Canada";"Laptop";"Premium";"Evening";"English";221;65;53;50;19;77.2151054058991;5;"Comedy"
3378;"18-24";"Male";"Australia";"TV";"Premium";"Evening";"English";204;28;44;21;15;96.38722543535512;8;"Comedy"
3206;"18-24";"Female";"UK";"TV";"Basic";"Morning";"Japanese";75;91;37;49;15;83.10236166837002;7;"Comedy"
3604;"13-17";"Non-binary";"Germany";"Tablet";"Basic";"Evening";"German";101;76;54;43;25;73.9871623441177;4;"Comedy"
2268;"18-24";"Non-binary";"Canada";"Tablet";"Basic";"Afternoon";"German";185;112;33;50;6;85.35597812931718;6;"Comedy"
2305;"13-17";"Non-binary";"Australia";"Mobile";"Basic";"Morning";"Spanish";186;64;52;26;23;82.39115055580942;8;"Comedy"
3387;"18-24";"Male";"India";"Tablet";"Premium";"Morning";"English";206;130;39;46;9;91.43551080452629;3;"Comedy"
3656;"13-17";"Non-binary";"UK";"TV";"Premium";"Afternoon";"Japanese";166;111;50;54;6;73.72058762243715;9;"Comedy"
2448;"18-24";"Non-binary";"Canada";"Tablet";"Standard";"Afternoon";"German";223;102;44;53;10;85.24391171902248;6;"Comedy"
3050;"18-24";"Male";"Canada";"Mobile";"Premium";"Evening";"English";129;75;32;15;25;77.54953731593676;6;"Comedy"
2658;"18-24";"Non-binary";"Australia";"TV";"Standard";"Afternoon";"Hindi";230;115;47;33;7;86.57738243103854;3;"Comedy"
3811;"13-17";"Male";"Canada";"Laptop";"Basic";"Night";"German";226;34;46;33;10;90.28272200923203;5;"Comedy"
3175;"18-24";"Male";"USA";"Tablet";"Standard";"Afternoon";"Spanish";225;41;42;27;15;96.35611375733048;4;"Comedy"
2634;"18-24";"Male";"USA";"Laptop";"Basic";"Night";"Japanese";237;27;41;64;10;75.11775774159881;6;"Comedy"
2242;"18-24";"Female";"USA";"TV";"Premium";"Morning";"Japanese";204;133;45;14;18;83.01178020067783;4;"Comedy"
2400;"18-24";"Male";"Germany";"Laptop";"Premium";"Afternoon";"Japanese";255;82;34;8;5;75.62817274331961;8;"Comedy"
2578;"18-24";"Non-binary";"Germany";"Laptop";"Premium";"Afternoon";"French";174;101;56;55;11;95.96764436450012;3;"Comedy"
2916;"18-24";"Non-binary";"UK";"TV";"Basic";"Morning";"Japanese";86;74;47;26;8;84.00283150743805;6;"Comedy"
3773;"18-24";"Non-binary";"Germany";"Tablet";"Basic";"Morning";"German";126;68;55;51;23;72.21180450917444;7;"Comedy"
3685;"13-17";"Female";"UK";"Tablet";"Standard";"Evening";"Spanish";167;126;48;33;29;78.75570632254028;5;"Comedy"
2748;"18-24";"Male";"Germany";"Tablet";"Standard";"Evening";"Hindi";91;18;36;54;0;88.63595473629432;9;"Comedy"
3019;"13-17";"Non-binary";"Australia";"TV";"Premium";"Night";"French";152;98;48;13;26;88.85792181006303;4;"Comedy"
3297;"13-17";"Female";"Germany";"Mobile";"Basic";"Evening";"French";99;70;46;69;2;87.31800217400095;4;"Comedy"
3277;"13-17";"Non-binary";"UK";"Tablet";"Standard";"Evening";"Hindi";116;131;40;35;22;76.05893322172813;5;"Comedy"
3968;"13-17";"Male";"Germany";"Laptop";"Premium";"Night";"Spanish";243;133;52;63;12;86.77517328120685;4;"Comedy"
2988;"18-24";"Male";"Germany";"TV";"Basic";"Afternoon";"French";201;81;29;41;1;87.89949702597706;8;"Comedy"
3000;"13-17";"Male";"USA";"Mobile";"Standard";"Night";"French";245;14;38;37;4;79.85295548385594;7;"Comedy"
3648;"18-24";"Male";"Canada";"TV";"Basic";"Afternoon";"Hindi";229;99;54;38;8;79.3623964180382;6;"Comedy"
3213;"13-17";"Non-binary";"Australia";"TV";"Basic";"Morning";"French";226;83;52;49;22;95.58873855729973;4;"Comedy"
2376;"13-17";"Female";"India";"Mobile";"Premium";"Morning";"German";130;140;40;21;24;88.45030547822124;4;"Comedy"
2729;"13-17";"Female";"India";"Laptop";"Basic";"Morning";"Japanese";179;135;27;50;21;74.60603222529753;3;"Comedy"
2077;"13-17";"Non-binary";"Canada";"TV";"Premium";"Night";"Hindi";101;93;28;16;16;97.46287382045567;8;"Comedy"
2950;"18-24";"Male";"Germany";"Laptop";"Premium";"Afternoon";"French";152;37;35;7;15;73.51823287820004;8;"Comedy"
2293;"18-24";"Male";"Germany";"TV";"Standard";"Night";"German";173;71;40;36;3;90.55257351600811;4;"Comedy"
3531;"18-24";"Female";"India";"Tablet";"Standard";"Night";"Spanish";224;79;48;52;18;76.59497986592409;7;"Comedy"
2383;"18-24";"Female";"USA";"TV";"Basic";"Evening";"French";197;47;32;3;3;92.66294538366574;9;"Comedy"
3236;"18-24";"Male";"Canada";"Laptop";"Premium";"Evening";"French";206;65;45;24;26;83.38919862795274;5;"Comedy"
2731;"13-17";"Male";"India";"TV";"Premium";"Morning";"Spanish";134;72;47;51;18;94.13396135114316;5;"Comedy"
2817;"13-17";"Male";"USA";"Laptop";"Basic";"Afternoon";"English";198;135;51;28;6;72.78340018431311;4;"Comedy"
3796;"18-24";"Non-binary";"Australia";"Laptop";"Standard";"Evening";"Japanese";220;64;32;20;19;79.32085313093509;3;"Comedy"
2189;"18-24";"Female";"Canada";"Tablet";"Premium";"Night";"German";225;70;30;46;24;90.55775133657643;6;"Comedy"
2712;"18-24";"Female";"UK";"Tablet";"Premium";"Afternoon";"French";157;57;46;14;19;76.63360840636945;4;"Comedy"
3487;"18-24";"Non-binary";"Australia";"Mobile";"Standard";"Evening";"Spanish";240;23;31;44;20;94.82995507112578;5;"Comedy"
2978;"13-17";"Non-binary";"USA";"TV";"Premium";"Afternoon";"Japanese";237;84;36;46;10;89.57715177064549;5;"Comedy"
3298;"13-17";"Male";"USA";"TV";"Standard";"Afternoon";"Spanish";154;122;54;50;0;73.89458295158921;7;"Comedy"
3217;"18-24";"Female";"India";"Laptop";"Basic";"Evening";"French";121;43;56;27;13;81.76050614481849;4;"Comedy"
2302;"13-17";"Male";"Canada";"Laptop";"Basic";"Evening";"Japanese";185;72;51;36;19;82.97949411806952;3;"Comedy"
3084;"13-17";"Non-binary";"Germany";"Mobile";"Standard";"Morning";"French";74;46;52;67;16;87.10259864068868;8;"Comedy"
3263;"18-24";"Male";"UK";"Mobile";"Premium";"Afternoon";"French";228;41;34;27;19;89.79511015302475;7;"Comedy"
3542;"18-24";"Non-binary";"UK";"Mobile";"Standard";"Evening";"Hindi";175;110;34;32;13;95.1475031655141;5;"Comedy"
3141;"13-17";"Male";"USA";"Mobile";"Premium";"Evening";"Hindi";155;132;38;55;7;91.67225140511424;8;"Comedy"
3917;"18-24";"Female";"Canada";"TV";"Standard";"Night";"German";187;137;56;47;19;87.18104226166889;5;"Comedy"
3029;"18-24";"Male";"UK";"Mobile";"Standard";"Morning";"Spanish";261;37;50;40;10;91.99891323046381;8;"Comedy"
3326;"18-24";"Female";"India";"Tablet";"Basic";"Afternoon";"Japanese";115;104;30;12;11;83.30060398386642;8;"Comedy"
2900;"18-24";"Non-binary";"Canada";"Mobile";"Basic";"Afternoon";"English";244;56;40;53;19;75.28679817633953;7;"Comedy"
3509;"13-17";"Non-binary";"UK";"Tablet";"Standard";"Evening";"Hindi";214;136;47;37;26;89.06883858689547;5;"Comedy"
3295;"13-17";"Female";"Canada";"Laptop";"Premium";"Afternoon";"English";89;67;52;29;29;88.61183991267853;8;"Comedy"
2902;"13-17";"Male";"Australia";"Tablet";"Basic";"Afternoon";"French";148;140;53;11;8;95.0068709130716;3;"Comedy"
3575;"13-17";"Non-binary";"Australia";"TV";"Standard";"Afternoon";"English";112;121;35;29;14;96.7786516583459;3;"Comedy"
3808;"18-24";"Non-binary";"Canada";"Tablet";"Premium";"Morning";"Hindi";97;79;40;26;26;98.51523173396556;7;"Comedy"
3298;"18-24";"Male";"UK";"Laptop";"Standard";"Morning";"Hindi";153;15;40;53;6;95.17622905898921;6;"Comedy"
2835;"13-17";"Female";"UK";"TV";"Basic";"Evening";"French";182;56;29;5;15;96.74817305022495;6;"Comedy"
2746;"13-17";"Female";"Canada";"Laptop";"Basic";"Night";"German";226;33;41;62;4;79.41928464266745;9;"Comedy"
2093;"18-24";"Male";"Canada";"Tablet";"Premium";"Night";"English";186;101;50;48;5;89.64372751116865;4;"Comedy"
3668;"13-17";"Female";"Canada";"Mobile";"Standard";"Night";"Japanese";121;50;50;27;12;89.38975064804833;3;"Comedy"
3518;"13-17";"Female";"India";"Laptop";"Standard";"Evening";"German";196;76;47;48;20;77.04617155296047;5;"Comedy"
3796;"13-17";"Female";"Germany";"Tablet";"Standard";"Evening";"French";127;145;39;42;5;86.27309595785121;6;"Comedy"
